"time","OSEBX GR","volume"
"2000-04-26 02:00","180.1","0"
"2000-04-27 02:00","177.35","0"
"2000-04-28 02:00","182.05","0"
"2000-05-02 02:00","185.35","0"
"2000-05-03 02:00","187.83","0"
"2000-05-04 02:00","190.08","0"
"2000-05-05 02:00","189.96","0"
"2000-05-08 02:00","190.22","0"
"2000-05-09 02:00","190.94","0"
"2000-05-10 02:00","189.05","0"
"2000-05-11 02:00","189.94","0"
"2000-05-12 02:00","193.37","0"
"2000-05-15 02:00","193.48","0"
"2000-05-16 02:00","196.5","0"
"2000-05-18 02:00","199.22","0"
"2000-05-19 02:00","195.9","0"
"2000-05-22 02:00","194.45","0"
"2000-05-23 02:00","194.13","0"
"2000-05-24 02:00","190.95","0"
"2000-05-25 02:00","192.97","0"
"2000-05-26 02:00","190.41","0"
"2000-05-29 02:00","189.37","0"
"2000-05-30 02:00","191.24","0"
"2000-05-31 02:00","190.63","0"
"2000-06-02 02:00","194.25","0"
"2000-06-05 02:00","192.35","0"
"2000-06-06 02:00","190.4","0"
"2000-06-07 02:00","190.53","0"
"2000-06-08 02:00","191.93","0"
"2000-06-09 02:00","192.59","0"
"2000-06-13 02:00","193.32","0"
"2000-06-14 02:00","193.46","0"
"2000-06-15 02:00","193.28","0"
"2000-06-16 02:00","194.89","0"
"2000-06-19 02:00","194.72","0"
"2000-06-20 02:00","193.3","0"
"2000-06-21 02:00","190.99","0"
"2000-06-22 02:00","192.25","0"
"2000-06-23 02:00","193.38","0"
"2000-06-26 02:00","194.17","0"
"2000-06-27 02:00","194.86","0"
"2000-06-28 02:00","196.2","0"
"2000-06-29 02:00","194.56","0"
"2000-06-30 02:00","196.28","0"
"2000-07-03 02:00","197.7","0"
"2000-07-04 02:00","196.9","0"
"2000-07-05 02:00","196.42","0"
"2000-07-06 02:00","196.74","0"
"2000-07-07 02:00","198.21","0"
"2000-07-10 02:00","197.1","0"
"2000-07-11 02:00","197.36","0"
"2000-07-12 02:00","199.97","0"
"2000-07-13 02:00","201.6","0"
"2000-07-14 02:00","201.85","0"
"2000-07-17 02:00","201.61","0"
"2000-07-18 02:00","201.62","0"
"2000-07-19 02:00","202.12","0"
"2000-07-20 02:00","202.59","0"
"2000-07-21 02:00","202.84","0"
"2000-07-24 02:00","203.29","0"
"2000-07-25 02:00","202.92","0"
"2000-07-26 02:00","203.12","0"
"2000-07-27 02:00","201.64","0"
"2000-07-28 02:00","202.39","0"
"2000-07-31 02:00","201.78","0"
"2000-08-01 02:00","202.35","0"
"2000-08-02 02:00","202.35","0"
"2000-08-03 02:00","200.95","0"
"2000-08-04 02:00","203.3","0"
"2000-08-07 02:00","203.29","0"
"2000-08-08 02:00","204.03","0"
"2000-08-09 02:00","206.66","0"
"2000-08-10 02:00","204.97","0"
"2000-08-11 02:00","206.8","0"
"2000-08-14 02:00","210.66","0"
"2000-08-15 02:00","211.1","0"
"2000-08-16 02:00","212.73","0"
"2000-08-17 02:00","212.86","0"
"2000-08-18 02:00","213.37","0"
"2000-08-21 02:00","217.44","0"
"2000-08-22 02:00","216.22","0"
"2000-08-23 02:00","218.36","0"
"2000-08-24 02:00","220.67","0"
"2000-08-25 02:00","220.86","0"
"2000-08-28 02:00","218.85","0"
"2000-08-29 02:00","219","0"
"2000-08-30 02:00","218.54","0"
"2000-08-31 02:00","220.58","0"
"2000-09-01 02:00","220.6","0"
"2000-09-04 02:00","219.13","0"
"2000-09-05 02:00","217.12","0"
"2000-09-06 02:00","216.89","0"
"2000-09-07 02:00","218.09","0"
"2000-09-08 02:00","218.64","0"
"2000-09-11 02:00","219.59","0"
"2000-09-12 02:00","222.99","0"
"2000-09-13 02:00","221.69","0"
"2000-09-14 02:00","225.04","0"
"2000-09-15 02:00","224.4","0"
"2000-09-18 02:00","223.65","0"
"2000-09-19 02:00","222.78","0"
"2000-09-20 02:00","219.77","0"
"2000-09-21 02:00","217.89","0"
"2000-09-22 02:00","213.68","0"
"2000-09-25 02:00","214.34","0"
"2000-09-26 02:00","212.62","0"
"2000-09-27 02:00","214.29","0"
"2000-09-28 02:00","213.26","0"
"2000-09-29 02:00","213.94","0"
"2000-10-02 02:00","215.53","0"
"2000-10-03 02:00","218.08","0"
"2000-10-04 02:00","215.08","0"
"2000-10-05 02:00","214.24","0"
"2000-10-06 02:00","214.58","0"
"2000-10-09 02:00","212.13","0"
"2000-10-10 02:00","212.31","0"
"2000-10-11 02:00","207.8","0"
"2000-10-12 02:00","208.11","0"
"2000-10-13 02:00","206.43","0"
"2000-10-16 02:00","206.55","0"
"2000-10-17 02:00","204.06","0"
"2000-10-18 02:00","198.25","0"
"2000-10-19 02:00","205.09","0"
"2000-10-20 02:00","205.91","0"
"2000-10-23 02:00","208.11","0"
"2000-10-24 02:00","212.06","0"
"2000-10-25 02:00","209.48","0"
"2000-10-26 02:00","210.55","0"
"2000-10-27 02:00","212.25","0"
"2000-10-30 01:00","209.43","0"
"2000-10-31 01:00","212.92","0"
"2000-11-01 01:00","213.97","0"
"2000-11-02 01:00","216.37","0"
"2000-11-03 01:00","218.27","0"
"2000-11-06 01:00","219.99","0"
"2000-11-07 01:00","217.81","0"
"2000-11-08 01:00","217.07","0"
"2000-11-09 01:00","215.67","0"
"2000-11-10 01:00","212.63","0"
"2000-11-13 01:00","208.45","0"
"2000-11-14 01:00","210.81","0"
"2000-11-15 01:00","208.42","0"
"2000-11-16 01:00","207.17","0"
"2000-11-17 01:00","207.35","0"
"2000-11-20 01:00","204.76","0"
"2000-11-21 01:00","202.72","0"
"2000-11-22 01:00","197.39","0"
"2000-11-23 01:00","199.69","0"
"2000-11-24 01:00","202.67","0"
"2000-11-27 01:00","205.58","0"
"2000-11-28 01:00","201.99","0"
"2000-11-29 01:00","201.5","0"
"2000-11-30 01:00","195.57","0"
"2000-12-01 01:00","196.21","0"
"2000-12-04 01:00","189.69","0"
"2000-12-05 01:00","191.79","0"
"2000-12-06 01:00","193.01","0"
"2000-12-07 01:00","190.21","0"
"2000-12-08 01:00","191.72","0"
"2000-12-11 01:00","193.75","0"
"2000-12-12 01:00","194.39","0"
"2000-12-13 01:00","198.15","0"
"2000-12-14 01:00","195.05","0"
"2000-12-15 01:00","189.89","0"
"2000-12-18 01:00","189.7","0"
"2000-12-19 01:00","190.42","0"
"2000-12-20 01:00","185.36","0"
"2000-12-21 01:00","183.09","0"
"2000-12-22 01:00","188.02","0"
"2000-12-27 01:00","194.32","0"
"2000-12-28 01:00","196.34","0"
"2000-12-29 01:00","195.79","0"
"2001-01-02 01:00","199.21","0"
"2001-01-03 01:00","192.62","0"
"2001-01-04 01:00","196.38","0"
"2001-01-05 01:00","197.69","0"
"2001-01-08 01:00","198.16","0"
"2001-01-09 01:00","196.43","0"
"2001-01-10 01:00","195.24","0"
"2001-01-11 01:00","194.7","0"
"2001-01-12 01:00","195.94","0"
"2001-01-15 01:00","196.16","0"
"2001-01-16 01:00","194.29","0"
"2001-01-17 01:00","198.18","0"
"2001-01-18 01:00","198.34","0"
"2001-01-19 01:00","197.94","0"
"2001-01-22 01:00","196.35","0"
"2001-01-23 01:00","196.98","0"
"2001-01-24 01:00","198.36","0"
"2001-01-25 01:00","197.09","0"
"2001-01-26 01:00","198.38","0"
"2001-01-29 01:00","196.66","0"
"2001-01-30 01:00","198.61","0"
"2001-01-31 01:00","201.18","0"
"2001-02-01 01:00","202.18","0"
"2001-02-02 01:00","202.93","0"
"2001-02-05 01:00","201.91","0"
"2001-02-06 01:00","204.06","0"
"2001-02-07 01:00","203.59","0"
"2001-02-08 01:00","204.9","0"
"2001-02-09 01:00","203.61","0"
"2001-02-12 01:00","200.26","0"
"2001-02-13 01:00","202.27","0"
"2001-02-14 01:00","200.16","0"
"2001-02-15 01:00","199.37","0"
"2001-02-16 01:00","198.82","0"
"2001-02-19 01:00","201.48","0"
"2001-02-20 01:00","201.74","0"
"2001-02-21 01:00","200.62","0"
"2001-02-22 01:00","201.71","0"
"2001-02-23 01:00","200.57","0"
"2001-02-26 01:00","201.46","0"
"2001-02-27 01:00","201.44","0"
"2001-02-28 01:00","200.83","0"
"2001-03-01 01:00","195.83","0"
"2001-03-02 01:00","196.45","0"
"2001-03-05 01:00","199.53","0"
"2001-03-06 01:00","204.11","0"
"2001-03-07 01:00","202.69","0"
"2001-03-08 01:00","202.64","0"
"2001-03-09 01:00","201.37","0"
"2001-03-12 01:00","197.27","0"
"2001-03-13 01:00","193.37","0"
"2001-03-14 01:00","186.78","0"
"2001-03-15 01:00","190","0"
"2001-03-16 01:00","188.01","0"
"2001-03-19 01:00","185.24","0"
"2001-03-20 01:00","187.54","0"
"2001-03-21 01:00","184.63","0"
"2001-03-22 01:00","178.94","0"
"2001-03-23 01:00","178.16","0"
"2001-03-26 02:00","180.87","0"
"2001-03-27 02:00","183.44","0"
"2001-03-28 02:00","182.03","0"
"2001-03-29 02:00","181.67","0"
"2001-03-30 02:00","184.13","0"
"2001-04-02 02:00","184.18","0"
"2001-04-03 02:00","181.11","0"
"2001-04-04 02:00","180.37","0"
"2001-04-05 02:00","184.42","0"
"2001-04-06 02:00","184.07","0"
"2001-04-09 02:00","184.2","0"
"2001-04-10 02:00","187.83","0"
"2001-04-11 02:00","189.69","0"
"2001-04-17 02:00","188","0"
"2001-04-18 02:00","189.87","0"
"2001-04-19 02:00","189.18","0"
"2001-04-20 02:00","188.26","0"
"2001-04-23 02:00","188.54","0"
"2001-04-24 02:00","191.17","0"
"2001-04-25 02:00","190.7","0"
"2001-04-26 02:00","190.8","0"
"2001-04-27 02:00","194.11","0"
"2001-04-30 02:00","195.76","0"
"2001-05-02 02:00","195.9","0"
"2001-05-03 02:00","193.52","0"
"2001-05-04 02:00","194.12","0"
"2001-05-07 02:00","196.21","0"
"2001-05-08 02:00","196.4","0"
"2001-05-09 02:00","195.31","0"
"2001-05-10 02:00","198.17","0"
"2001-05-11 02:00","198.83","0"
"2001-05-14 02:00","194.44","0"
"2001-05-15 02:00","195.83","0"
"2001-05-16 02:00","194.4","0"
"2001-05-18 02:00","198.64","0"
"2001-05-21 02:00","203.5","0"
"2001-05-22 02:00","203.71","0"
"2001-05-23 02:00","202.99","0"
"2001-05-25 02:00","205.23","0"
"2001-05-28 02:00","204.65","0"
"2001-05-29 02:00","202.44","0"
"2001-05-30 02:00","201.32","0"
"2001-05-31 02:00","201.36","0"
"2001-06-01 02:00","201.71","0"
"2001-06-05 02:00","202.75","0"
"2001-06-06 02:00","202.65","0"
"2001-06-07 02:00","201.97","0"
"2001-06-08 02:00","202.41","0"
"2001-06-11 02:00","199.83","0"
"2001-06-12 02:00","195.78","0"
"2001-06-13 02:00","198.9","0"
"2001-06-14 02:00","195.4","0"
"2001-06-15 02:00","193.69","0"
"2001-06-18 02:00","193.31","0"
"2001-06-19 02:00","194.63","0"
"2001-06-20 02:00","194.26","0"
"2001-06-21 02:00","192.5","0"
"2001-06-22 02:00","193.38","0"
"2001-06-25 02:00","193.31","0"
"2001-06-26 02:00","190.72","0"
"2001-06-27 02:00","190.63","0"
"2001-06-28 02:00","190.36","0"
"2001-06-29 02:00","192.04","0"
"2001-07-02 02:00","193.38","0"
"2001-07-03 02:00","193.5","0"
"2001-07-04 02:00","193.58","0"
"2001-07-05 02:00","192.43","0"
"2001-07-06 02:00","192.18","0"
"2001-07-09 02:00","191.91","0"
"2001-07-10 02:00","190.41","0"
"2001-07-11 02:00","189.71","0"
"2001-07-12 02:00","189.57","0"
"2001-07-13 02:00","186.75","0"
"2001-07-16 02:00","185.36","0"
"2001-07-17 02:00","183.71","0"
"2001-07-18 02:00","182.33","0"
"2001-07-19 02:00","185.5","0"
"2001-07-20 02:00","184.86","0"
"2001-07-23 02:00","186.62","0"
"2001-07-24 02:00","184.32","0"
"2001-07-25 02:00","182.55","0"
"2001-07-26 02:00","184.31","0"
"2001-07-27 02:00","186.16","0"
"2001-07-30 02:00","187","0"
"2001-07-31 02:00","187.28","0"
"2001-08-01 02:00","187.53","0"
"2001-08-02 02:00","187.8","0"
"2001-08-03 02:00","186.73","0"
"2001-08-06 02:00","185.66","0"
"2001-08-07 02:00","185.4","0"
"2001-08-08 02:00","184.57","0"
"2001-08-09 02:00","183.52","0"
"2001-08-10 02:00","183.79","0"
"2001-08-13 02:00","183.99","0"
"2001-08-14 02:00","184.19","0"
"2001-08-15 02:00","183.25","0"
"2001-08-16 02:00","183.36","0"
"2001-08-17 02:00","181.86","0"
"2001-08-20 02:00","180.06","0"
"2001-08-21 02:00","180.88","0"
"2001-08-22 02:00","181.11","0"
"2001-08-23 02:00","180.23","0"
"2001-08-24 02:00","181.69","0"
"2001-08-27 02:00","181.2","0"
"2001-08-28 02:00","180.66","0"
"2001-08-29 02:00","178.4","0"
"2001-08-30 02:00","177.58","0"
"2001-08-31 02:00","176.62","0"
"2001-09-03 02:00","175.65","0"
"2001-09-04 02:00","177.05","0"
"2001-09-05 02:00","178.32","0"
"2001-09-06 02:00","177.28","0"
"2001-09-07 02:00","174.51","0"
"2001-09-10 02:00","170.14","0"
"2001-09-11 02:00","170.42","0"
"2001-09-12 02:00","164.3","0"
"2001-09-13 02:00","163.55","0"
"2001-09-14 02:00","160.83","0"
"2001-09-17 02:00","158.95","0"
"2001-09-18 02:00","155.86","0"
"2001-09-19 02:00","150.55","0"
"2001-09-20 02:00","143.15","0"
"2001-09-21 02:00","134.06","0"
"2001-09-24 02:00","140.52","0"
"2001-09-25 02:00","143.12","0"
"2001-09-26 02:00","143.71","0"
"2001-09-27 02:00","144.68","0"
"2001-09-28 02:00","147.08","0"
"2001-10-01 02:00","144.76","0"
"2001-10-02 02:00","144.97","0"
"2001-10-03 02:00","143.57","0"
"2001-10-04 02:00","145.31","0"
"2001-10-05 02:00","143.66","0"
"2001-10-08 02:00","142.08","0"
"2001-10-09 02:00","142.93","0"
"2001-10-10 02:00","143.72","0"
"2001-10-11 02:00","146.99","0"
"2001-10-12 02:00","145.99","0"
"2001-10-15 02:00","143.69","0"
"2001-10-16 02:00","145.09","0"
"2001-10-17 02:00","148.36","0"
"2001-10-18 02:00","145.98","0"
"2001-10-19 02:00","144.45","0"
"2001-10-22 02:00","146.28","0"
"2001-10-23 02:00","148.12","0"
"2001-10-24 02:00","149.38","0"
"2001-10-25 02:00","147.64","0"
"2001-10-26 02:00","150.62","0"
"2001-10-29 01:00","151.25","0"
"2001-10-30 01:00","150.13","0"
"2001-10-31 01:00","150.36","0"
"2001-11-01 01:00","148.69","0"
"2001-11-02 01:00","148.12","0"
"2001-11-05 01:00","150.97","0"
"2001-11-06 01:00","151.67","0"
"2001-11-07 01:00","152.86","0"
"2001-11-08 01:00","154.19","0"
"2001-11-09 01:00","155.61","0"
"2001-11-12 01:00","151.61","0"
"2001-11-13 01:00","155.9","0"
"2001-11-14 01:00","157.56","0"
"2001-11-15 01:00","155.9","0"
"2001-11-16 01:00","156.2","0"
"2001-11-19 01:00","155.93","0"
"2001-11-20 01:00","156.85","0"
"2001-11-21 01:00","155.4","0"
"2001-11-22 01:00","157.24","0"
"2001-11-23 01:00","156.77","0"
"2001-11-26 01:00","157.58","0"
"2001-11-27 01:00","158.14","0"
"2001-11-28 01:00","157.52","0"
"2001-11-29 01:00","157.8","0"
"2001-11-30 01:00","158.89","0"
"2001-12-03 01:00","157.93","0"
"2001-12-04 01:00","159.87","0"
"2001-12-05 01:00","162.32","0"
"2001-12-06 01:00","162.42","0"
"2001-12-07 01:00","161.77","0"
"2001-12-10 01:00","161.26","0"
"2001-12-11 01:00","161.33","0"
"2001-12-12 01:00","162.13","0"
"2001-12-13 01:00","159.62","0"
"2001-12-14 01:00","159.93","0"
"2001-12-17 01:00","158.04","0"
"2001-12-18 01:00","158.39","0"
"2001-12-19 01:00","157.57","0"
"2001-12-20 01:00","159.66","0"
"2001-12-21 01:00","161.45","0"
"2001-12-27 01:00","166.12","0"
"2001-12-28 01:00","167.18","0"
"2002-01-02 01:00","167.85","0"
"2002-01-03 01:00","169.79","0"
"2002-01-04 01:00","171.33","0"
"2002-01-07 01:00","170.65","0"
"2002-01-08 01:00","168.53","0"
"2002-01-09 01:00","168.89","0"
"2002-01-10 01:00","168.12","0"
"2002-01-11 01:00","168.1","0"
"2002-01-14 01:00","167.41","0"
"2002-01-15 01:00","163.62","0"
"2002-01-16 01:00","161.29","0"
"2002-01-17 01:00","163.04","0"
"2002-01-18 01:00","161.86","0"
"2002-01-21 01:00","161.7","0"
"2002-01-22 01:00","162.63","0"
"2002-01-23 01:00","161.4","0"
"2002-01-24 01:00","163.66","0"
"2002-01-25 01:00","163.27","0"
"2002-01-28 01:00","164.84","0"
"2002-01-29 01:00","164.71","0"
"2002-01-30 01:00","162.26","0"
"2002-01-31 01:00","163.55","0"
"2002-02-01 01:00","163.95","0"
"2002-02-04 01:00","163.81","0"
"2002-02-05 01:00","161.63","0"
"2002-02-06 01:00","161.75","0"
"2002-02-07 01:00","161.28","0"
"2002-02-08 01:00","160.1","0"
"2002-02-11 01:00","161.12","0"
"2002-02-12 01:00","161.11","0"
"2002-02-13 01:00","162.31","0"
"2002-02-14 01:00","162.92","0"
"2002-02-15 01:00","162.36","0"
"2002-02-18 01:00","161.62","0"
"2002-02-19 01:00","160.4","0"
"2002-02-20 01:00","160.03","0"
"2002-02-21 01:00","160.62","0"
"2002-02-22 01:00","161.94","0"
"2002-02-25 01:00","162.34","0"
"2002-02-26 01:00","163.93","0"
"2002-02-27 01:00","166.04","0"
"2002-02-28 01:00","165.46","0"
"2002-03-01 01:00","165.51","0"
"2002-03-04 01:00","166.9","0"
"2002-03-05 01:00","168.72","0"
"2002-03-06 01:00","168.79","0"
"2002-03-07 01:00","171.9","0"
"2002-03-08 01:00","175.29","0"
"2002-03-11 01:00","174.67","0"
"2002-03-12 01:00","174.03","0"
"2002-03-13 01:00","174.35","0"
"2002-03-14 01:00","174.48","0"
"2002-03-15 01:00","175.47","0"
"2002-03-18 01:00","176.68","0"
"2002-03-19 01:00","178.35","0"
"2002-03-20 01:00","176.22","0"
"2002-03-21 01:00","177.98","0"
"2002-03-22 01:00","177.93","0"
"2002-03-25 01:00","177.69","0"
"2002-03-26 01:00","177.61","0"
"2002-03-27 01:00","179.06","0"
"2002-04-02 02:00","180.06","0"
"2002-04-03 02:00","180.55","0"
"2002-04-04 02:00","176.93","0"
"2002-04-05 02:00","177.5","0"
"2002-04-08 02:00","176.37","0"
"2002-04-09 02:00","176.32","0"
"2002-04-10 02:00","175.05","0"
"2002-04-11 02:00","175.35","0"
"2002-04-12 02:00","175.13","0"
"2002-04-15 02:00","174.88","0"
"2002-04-16 02:00","176.56","0"
"2002-04-17 02:00","177.01","0"
"2002-04-18 02:00","177.85","0"
"2002-04-19 02:00","176.64","0"
"2002-04-22 02:00","175.47","0"
"2002-04-23 02:00","174.42","0"
"2002-04-24 02:00","174.79","0"
"2002-04-25 02:00","171.81","0"
"2002-04-26 02:00","171.34","0"
"2002-04-29 02:00","169.64","0"
"2002-04-30 02:00","170.51","0"
"2002-05-02 02:00","175.04","0"
"2002-05-03 02:00","174.44","0"
"2002-05-06 02:00","173.11","0"
"2002-05-07 02:00","171.76","0"
"2002-05-08 02:00","174.84","0"
"2002-05-10 02:00","175.93","0"
"2002-05-13 02:00","175.29","0"
"2002-05-14 02:00","177.86","0"
"2002-05-15 02:00","176.97","0"
"2002-05-16 02:00","178.18","0"
"2002-05-21 02:00","177.06","0"
"2002-05-22 02:00","174.1","0"
"2002-05-23 02:00","173.75","0"
"2002-05-24 02:00","172.71","0"
"2002-05-27 02:00","172.14","0"
"2002-05-28 02:00","170.76","0"
"2002-05-29 02:00","166.78","0"
"2002-05-30 02:00","165.76","0"
"2002-05-31 02:00","165.92","0"
"2002-06-03 02:00","164.99","0"
"2002-06-04 02:00","160.41","0"
"2002-06-05 02:00","159.53","0"
"2002-06-06 02:00","160.75","0"
"2002-06-07 02:00","156.92","0"
"2002-06-10 02:00","157.98","0"
"2002-06-11 02:00","160.76","0"
"2002-06-12 02:00","160.41","0"
"2002-06-13 02:00","160.55","0"
"2002-06-14 02:00","156.04","0"
"2002-06-17 02:00","159.59","0"
"2002-06-18 02:00","159.7","0"
"2002-06-19 02:00","158.06","0"
"2002-06-20 02:00","153.62","0"
"2002-06-21 02:00","152.7","0"
"2002-06-24 02:00","149.06","0"
"2002-06-25 02:00","149.81","0"
"2002-06-26 02:00","142.59","0"
"2002-06-27 02:00","147.68","0"
"2002-06-28 02:00","148.45","0"
"2002-07-01 02:00","149.77","0"
"2002-07-02 02:00","148.65","0"
"2002-07-03 02:00","146.06","0"
"2002-07-04 02:00","145.93","0"
"2002-07-05 02:00","148.8","0"
"2002-07-08 02:00","149.52","0"
"2002-07-09 02:00","148.96","0"
"2002-07-10 02:00","147.25","0"
"2002-07-11 02:00","145.28","0"
"2002-07-12 02:00","144.34","0"
"2002-07-15 02:00","143.71","0"
"2002-07-16 02:00","142.46","0"
"2002-07-17 02:00","145.4","0"
"2002-07-18 02:00","145.48","0"
"2002-07-19 02:00","142.33","0"
"2002-07-22 02:00","137.51","0"
"2002-07-23 02:00","133.41","0"
"2002-07-24 02:00","126.08","0"
"2002-07-25 02:00","131.08","0"
"2002-07-26 02:00","131.83","0"
"2002-07-29 02:00","134.36","0"
"2002-07-30 02:00","134.6","0"
"2002-07-31 02:00","136.58","0"
"2002-08-01 02:00","136.71","0"
"2002-08-02 02:00","134.86","0"
"2002-08-05 02:00","130.56","0"
"2002-08-06 02:00","131.67","0"
"2002-08-07 02:00","132.91","0"
"2002-08-08 02:00","134.22","0"
"2002-08-09 02:00","134.9","0"
"2002-08-12 02:00","132.87","0"
"2002-08-13 02:00","133.89","0"
"2002-08-14 02:00","132.56","0"
"2002-08-15 02:00","134.61","0"
"2002-08-16 02:00","133.48","0"
"2002-08-19 02:00","133.06","0"
"2002-08-20 02:00","133.37","0"
"2002-08-21 02:00","134.46","0"
"2002-08-22 02:00","136.64","0"
"2002-08-23 02:00","136.13","0"
"2002-08-26 02:00","134.94","0"
"2002-08-27 02:00","135.21","0"
"2002-08-28 02:00","132.63","0"
"2002-08-29 02:00","129.85","0"
"2002-08-30 02:00","131.42","0"
"2002-09-02 02:00","130.5","0"
"2002-09-03 02:00","126.86","0"
"2002-09-04 02:00","125.29","0"
"2002-09-05 02:00","122.33","0"
"2002-09-06 02:00","124.62","0"
"2002-09-09 02:00","123.09","0"
"2002-09-10 02:00","124.34","0"
"2002-09-11 02:00","125.76","0"
"2002-09-12 02:00","123.91","0"
"2002-09-13 02:00","121.33","0"
"2002-09-16 02:00","120.63","0"
"2002-09-17 02:00","120.81","0"
"2002-09-18 02:00","117.02","0"
"2002-09-19 02:00","113.02","0"
"2002-09-20 02:00","113.66","0"
"2002-09-23 02:00","112.32","0"
"2002-09-24 02:00","108.48","0"
"2002-09-25 02:00","109.94","0"
"2002-09-26 02:00","112.96","0"
"2002-09-27 02:00","112.63","0"
"2002-09-30 02:00","110.62","0"
"2002-10-01 02:00","110.8","0"
"2002-10-02 02:00","112.26","0"
"2002-10-03 02:00","113.4","0"
"2002-10-04 02:00","113.29","0"
"2002-10-07 02:00","111.83","0"
"2002-10-08 02:00","111.43","0"
"2002-10-09 02:00","110.77","0"
"2002-10-10 02:00","110.96","0"
"2002-10-11 02:00","116.41","0"
"2002-10-14 02:00","116.7","0"
"2002-10-15 02:00","120.48","0"
"2002-10-16 02:00","119.18","0"
"2002-10-17 02:00","121.38","0"
"2002-10-18 02:00","119.43","0"
"2002-10-21 02:00","119.94","0"
"2002-10-22 02:00","119.05","0"
"2002-10-23 02:00","117.75","0"
"2002-10-24 02:00","118.5","0"
"2002-10-25 02:00","117.21","0"
"2002-10-28 01:00","117.39","0"
"2002-10-29 01:00","115.28","0"
"2002-10-30 01:00","115.59","0"
"2002-10-31 01:00","117.48","0"
"2002-11-01 01:00","116.52","0"
"2002-11-04 01:00","120.32","0"
"2002-11-05 01:00","119.7","0"
"2002-11-06 01:00","120.49","0"
"2002-11-07 01:00","119.77","0"
"2002-11-08 01:00","117.91","0"
"2002-11-11 01:00","116.98","0"
"2002-11-12 01:00","116.79","0"
"2002-11-13 01:00","117.25","0"
"2002-11-14 01:00","117.54","0"
"2002-11-15 01:00","118.18","0"
"2002-11-18 01:00","119.13","0"
"2002-11-19 01:00","117.79","0"
"2002-11-20 01:00","117.02","0"
"2002-11-21 01:00","119.63","0"
"2002-11-22 01:00","120.07","0"
"2002-11-25 01:00","120.38","0"
"2002-11-26 01:00","119.78","0"
"2002-11-27 01:00","121.51","0"
"2002-11-28 01:00","123.95","0"
"2002-11-29 01:00","126.06","0"
"2002-12-02 01:00","127.99","0"
"2002-12-03 01:00","124.67","0"
"2002-12-04 01:00","124.79","0"
"2002-12-05 01:00","122.88","0"
